subvolume_id,n_per_orientation,total_sections,E_median,E_q1,E_q3,E_p05,E_p95,A_ref,A_sparse_median,A_sparse_q1,A_sparse_q3,abs_A_error,eta_sparse_median,phi_rms_median,orientation_reliable
G23,1,3,0.20370297870862764,0.1679874654997881,0.2641972224535313,0.10105067552519385,0.3899559600004717,1.2622835366574883,1.3438588616707003,1.2543407525333623,1.4641623607529732,0.08157532501321207,0.08417006410311936,0.02489105585380419,False
G23,3,9,0.1211534530537791,0.0958195498080489,0.15091506875402133,0.06778114103944226,0.21004057280907196,1.2622835366574883,1.2430697422107873,1.2041086232288474,1.2873836488572783,0.019213794446701016,0.14106479600541022,0.013922763350985141,False
G23,5,15,0.0936773274640704,0.07872598400173116,0.11284568521881286,0.05670101939542087,0.14908192204947218,1.2622835366574883,1.2194653184214408,1.1915854655956784,1.2466723089316805,0.04281821823604748,0.15449967242408552,0.01001908765225059,False
G23,7,21,0.07854147386463396,0.06555649816305484,0.08964294201639689,0.04539367753701781,0.11286312842515746,1.2622835366574883,1.2060892619705053,1.188967118696549,1.230428818453767,0.056194274686983015,0.15739054028453575,0.007468737043815586,False
G24,1,3,0.18645412545634005,0.14760512231507722,0.22485191489754025,0.09974298140204875,0.31882546118962773,1.2170665210790013,1.2944339997682406,1.2174341237731858,1.384962078339176,0.07736747868923932,0.07082918874718956,0.021114433760364974,False
G24,3,9,0.10547732365136842,0.08149664409966537,0.12646708152346423,0.05841358652485836,0.16041377010112268,1.2170665210790013,1.2146419400973478,1.1775213534091569,1.259194801040981,0.0024245809816534347,0.10975822806229063,0.011159008322188822,False
G24,5,15,0.07870787259417296,0.06483020190697569,0.09468171286457937,0.0454876709895166,0.12292016672377955,1.2170665210790013,1.1946837413768583,1.158543469175592,1.230445547484569,0.022382779702142974,0.11601895465326,0.007862269856058137,False
G24,7,21,0.0643599647105548,0.04855484951890594,0.07568283157411602,0.034883658794296106,0.09758933234114489,1.2170665210790013,1.1826006506477165,1.1597885076358367,1.2038585495901821,0.034465870431284795,0.12044420343908896,0.0060249804452182695,False
G25,1,3,0.20854499565781748,0.16475477879146683,0.27245778056832537,0.11390730557154437,0.37263205757155404,1.1619691860353067,1.3311074246299728,1.2581166015389225,1.4207673468126585,0.16913823859466603,0.0732755354878075,0.02264962608332887,False
G25,3,9,0.1140147472634203,0.0889611695232144,0.14332462292296166,0.05855099865538229,0.18646998132497697,1.1619691860353067,1.2195358640428875,1.166149462818803,1.2678023416784716,0.05756667800758075,0.11815693149689044,0.01382305528933632,False
G25,5,15,0.08598213023157084,0.06746462261407914,0.10401802782492403,0.049249950945075685,0.14331079143286324,1.1619691860353067,1.1961395121072032,1.163425203006805,1.2333169930975303,0.034170326071896406,0.1277755099206275,0.010498823920773403,False
G25,7,21,0.06319621060678302,0.048329540850325536,0.07481505915646516,0.03353867483273797,0.09920959507600843,1.1619691860353067,1.1780230575536983,1.1514604456972952,1.2046117775534417,0.01605387151839155,0.1296894076743397,0.008864766976389514,False
G26,1,3,0.17057966365161709,0.13605222212531815,0.21127756670992737,0.09147599262234096,0.2551021278737012,1.241549942078636,1.3205073721535,1.248878168320508,1.414431663840058,0.07895743007486389,0.05740096179004032,0.02196110584803905,True
G26,3,9,0.08891442679786021,0.07330515377738384,0.11349596544811116,0.04787970461102509,0.14443625409674227,1.241549942078636,1.2666834304373347,1.215767433027135,1.3140668999041831,0.025133488358698663,0.09749453572217756,0.012108272753650274,True
G26,5,15,0.06558167494634838,0.053698758561598045,0.0800905005660967,0.0315372770025094,0.10209736566054123,1.241549942078636,1.2526661173606906,1.216044520503385,1.2959025112891565,0.011116175282054552,0.10243357559740199,0.008629036324434812,True
G26,7,21,0.051449526511185055,0.038031753407054,0.06292693450064818,0.02323397628484348,0.0821137686036002,1.241549942078636,1.238390822113638,1.215408706756398,1.2648316498391012,0.0031591199649980695,0.10419387376008094,0.006306078219415775,True
